cand_id,receptor,energy,tanimoto,n_contacts,status
10,receptor_04,-5.328,0.36895172338210314,6,ok
10,receptor_05,-4.723,0.15267502374677244,8,ok
10,receptor_06,-5.197,0.25757016053278736,9,ok
10,receptor_07,-4.695,0.1928360716774705,11,ok
10,receptor_08,-4.884,0.21337628470624329,7,ok
10,receptor_09,-4.931,0.3769132160563424,6,ok
25,receptor_05,-4.346,0.2702315812005834,8,ok
25,receptor_06,-4.559,0.24192275275261885,6,ok
25,receptor_07,-4.225,0.3789796701189107,6,ok
25,receptor_08,-4.978,0.2634219433555862,7,ok
25,receptor_09,-4.463,0.3303012037189253,4,ok
25,receptor_10,-4.435,0.0,5,ok
26,1xq8,-4.611,0.0,7,ok
26,receptor_01,-4.976,0.01010052793874765,8,ok
26,receptor_02,-5.272,0.3789796701189107,6,ok
26,receptor_03,-4.544,0.011166580472204927,7,ok
